##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)","doi id(s)"
251,Perenniporia fraxinea SS3,Perfra1,1350006,32632784,11428,Y,N,N,,,,
252,Mycocalia denudata CBS 494.85 v1.0,Mycden1,404356,72666472,13474,Y,N,N,,,,
253,Aspergillus niger ATCC 13496 v2.0,Aspni_13496_2,5061,36007791,12492,Y,N,N,,,,
254,Fusarium oxysporum f. sp. pisi F23 v1.0,FopisF23_1,179143,73302618,20063,Y,N,N,,,,
255,Fusarium oxysporum f. sp. pisi F79 v1.0,FopisF79_1,179143,67018425,19180,Y,N,N,,,,
256,Fusarium oxysporum f. sp. pisi F109 v1.0,FopisF109_1,179143,67090610,19272,Y,N,N,,,,
257,Fusarium oxysporum f. sp. pisi F105 v1.0,FopisF105_1,179143,71466443,19358,Y,N,N,,,,
258,Lactarius controversus PMI44 v1.0,Laccon1,116075,90370914,13305,Y,N,N,,,,
259,Fusarium vanettenii T200 v1.0,FvanT200_1,2747968,52494114,17115,Y,N,N,,,,
260,Fusarium vanettenii T343 v1.0,FvanT343_1,2747968,58078874,18752,Y,N,N,,,,
261,Fusarium vanettenii T78 v1.0,FvanT78_1,2747968,58002859,18014,Y,N,N,,,,
262,Fusarium vanettenii T219 v1.0,FvanT219_1,2747968,52598789,17132,Y,N,N,,,,
263,Fusarium vanettenii T23 v1.0,FvanT23_1,2747968,61889200,18783,Y,N,N,,,,
264,Fusarium vanettenii T110 v1.0,FvanT110_1,2747968,48925633,16335,Y,N,N,,,,
265,Fusarium vanettenii T36 v1.0,FvanT36_1,2747968,63206468,18785,Y,N,N,,,,
266,Fusarium vanettenii T126 v1.0,FvanT126_1,2747968,57327274,18069,Y,N,N,,,,
267,Fusarium vanettenii T33 v1.0,FvanT33_1,2747968,54722969,17498,Y,N,N,,,,
268,Fusarium vanettenii T95 v1.0,FvanT95_1,2747968,51641605,16846,Y,N,N,,,,
269,Chroogomphus vinicolor CA002 v1.0,Chrvin1,5391,495696201,21397,Y,N,N,,,,
270,Suillus quiescens AUS223 v1.0,Suilquie1,627136,34515209,12072,Y,N,N,,,,
271,Lactarius subdulcis FM v1.0,Lactsubd1,118035,110449813,14533,Y,N,N,,,,
272,Aspergillus xerophilus CBS 938.73 v1.0,Aspxer1,41762,23969447,9714,Y,N,N,,,,
273,Aspergillus aurantiopurpureus v1.0,Aspauran1,2663348,32791551,11125,Y,N,N,,,,
274,Aspergillus dimorphicus CBS 649.79 v1.0,Aspdim1,36641,32395440,12265,Y,N,N,,,,
275,Aspergillus heyangensis CBS 101751 v1.0,Asphey1,657449,32158123,11091,Y,N,N,,,,
276,Aspergillus mangaliensis DTO 316-C1 v1.0,Aspman1,1458901,33799427,12393,Y,N,N,,,,
277,Aspergillus appendiculatus CBS 374.75 v1.0,Aspapp1,1140386,28225975,11133,Y,N,N,,,,
278,Aspergillus cejpii CBS 157.66 v1.0,Aspcej1,1884262,23134241,8391,Y,N,N,,,,
279,Aspergillus deflectus CBS 109.55 v1.0,Aspdef1,41745,27300077,9580,Y,N,N,,,,
280,Aspergillus unilateralis CBS 126.56 v1.0,Aspuni1_1,41057,29690366,9881,Y,N,N,,,,
281,Aspergillus christenseniae CBS 411.64 v1.0,Aspchris1,1904038,32471461,11470,Y,N,N,,,,
282,Aspergillus mottae CBS 130016 v1.0,Aspmot1,1034302,39264528,13335,Y,N,N,,,,
283,Aspergillus neoglaber CBS 111.55 v1.0,Aspneog1_1,41049,31311304,10692,Y,N,N,,,,
284,Morchella dunalii PhC 240 v1.0,Mordun1,1582327,50708236,10363,Y,N,N,,,,
285,Morchella galilaea PhC 278 v1.0,Morgal1,2135296,49330577,10239,Y,N,N,,,,
286,Morchella esculenta PhC 158 v1.0,Moresc1,39407,51151225,10777,Y,N,N,,,,
287,Pyricularia oryzae FR0013 v1.0,MagorFR13_1,318829,45087474,13452,Y,N,N,,,,
288,Pyricularia oryzae TH0003 v1.0,MagorTH3_1,318829,41554027,12270,Y,N,N,,,,
289,Pyricularia oryzae GY0011 v1.0,MagorGY11_1,318829,41581832,12197,Y,N,N,,,,
290,Schizophyllum fasciatum CBS 267.60 v1.0,Schfas1,160053,30435173,11722,Y,N,N,,,,
291,Sterigmatosporidium polymorphum UCDFST 82-13 v1.0,Stepol1,5647,31107456,7847,Y,N,N,,,,
292,Yarrowia lipolytica NRRL Y-64008 v1.0,YarliY64008_1,4952,20503409,6577,Y,N,N,,,,
293,Spathaspora suhii UFMG-HMD-16.2 v1.1,Spasuh1_1,1699424,12760248,5854,Y,N,N,,,,
294,Nemania maritima AZJU v1.0,Nemsp1,389662,39271528,9556,Y,N,N,,,,
295,Hypoxylon vinosopulvinatum LGMF1613 v1.0,Hypvin1,326683,41457284,11808,Y,N,N,,,,
296,Microbotryomycetes incertae sedis isolate P6C30 v1.0,Slotsu1,5447,33036925,11616,Y,N,N,,,,
297,Entomophaga maimaiga ARSEF 7190 v1.0,Entmai1,42810,1177390011,14701,Y,N,N,,,,
298,Gigaspora margarita BEG34,Gigmar1,4874,773098546,29544,Y,Y,N,,Venice F et al. 2020,31621176,
299,Fusarium proliferatum NRRL 62905,Fuspr1,948311,43166078,15254,Y,Y,N,,Niehaus EM et al. 2016,28040774,
300,Kluyveromyces dobzhanskii CBS 2104,Kludo1,1427455,10741898,4957,Y,N,N,,,,
301,Schizophyllum commune UNK v1.0,SchcoUNK_1,5334,38363476,13333,Y,N,N,,,,
302,Morchella sp. Mes-17 v1.0,MorvulMes17_1,60348,51333659,10854,Y,N,N,,,,
303,Zygosaccharomyces rouxii NRRL Y-64007 v1.0,Zygrou1,4956,9952157,5001,Y,Y,N,,Jagtap SS et al. 2022,35442079,
304,Antarctomyces sp. UNIPAMPA016 v1.0,Ant016_1,2040680,25781640,7641,Y,N,N,,,,
305,Trichocladium griseum var. thermoidea UFV,Humgr1,2567926,28753852,8099,Y,Y,N,,Steindorff AS et al. 2021,34523973,
306,Clonostachys rosea IK726,Cloros1,29856,70045661,19941,Y,Y,N,,Karlsson M et al. 2015~Broberg M et al. 2018~Broberg M et al. 2021,25575496 30524411 33664789,
307,Morchella eximia NRRL26621 v1.0,Morexi1,1582338,47787820,10506,Y,N,N,,,,
308,Leotiomycetes sp. R113_184 v1.0,ColoR113_1,147548,21085095,7458,Y,Y,N,,Nelson AR et al. 2022,36008619,
309,Morchella populiphila NRRL22315 v1.0,Morpop1,1174669,52967574,10306,Y,N,N,,,,
310,Morchella ulmaria NRRL36825 v1.0,Morulm1,5193,51241326,10731,Y,N,N,,,,
311,Morchella septentrionalis NRRL54509 v1.0,Morsep1,1174675,51476262,10799,Y,N,N,,,,
312,Coniochaeta ligniaria R110-5 v1.0,ColoR110_1,177197,32102481,10509,Y,Y,N,,Nelson AR et al. 2022,36008619,
313,Cryptococcus terreus 61-443 v1.0,Cryter1,40409,23434789,7527,Y,N,N,,,,
314,Tulasnella sp. 427 v1.0,Tulsp427_1,2600231,56306249,13260,Y,N,N,,,,
315,Ceratobasidium sp. 395 v1.0,Cersp395_1,2600204,85352376,18780,Y,N,N,,,,
316,Tulasnella sp. 419 v1.0,Tulsp419_1,2600227,56294012,13314,Y,N,N,,,,
317,Puccinia triticina Pt76,Puctri1,208348,253664742,31930,Y,N,N,,,,
318,Ganoderma leucocontextum Dai12418 v1.0,Ganleu1,1566825,60339699,16952,Y,Y,N,,Sun YF et al. 2022,35330313,
319,Arthrinium esporlense UNIPAMPA010 v1.0,Artesp1,2421358,43456354,13950,Y,N,N,,,,
320,Morchella americana PhC192 v1.0,Morame1,1582323,63616142,11032,Y,N,N,,,,
321,Mattirolomyces terfezioides MAT_tt4AIII v1.0,Matter1,74857,50061460,10894,Y,N,N,,,,
322,Polyphilus sieberi DSE2052 v1.0,Polsie1,2137868,69889513,19299,Y,N,N,,,,
323,Diaporthe vochysiae LGMF1583 v1.0,Diavoc1,2818453,60114630,17777,Y,N,N,,,,
324,Morchella anatolica PhC233 v1.0,Morana1,1582322,57520386,10630,Y,N,N,,,,
325,Aspergillus ochraceus ITEM 7043 v1.0,Aspoc7043_1,40380,35604108,12066,Y,N,N,,,,
326,Aspergillus ochraceus MUT 2036 v1.0,Aspoc2036_1,40380,35774628,12115,Y,N,N,,,,
327,Aspergillus carbonarius ITEM 11822 v1.0,Aspca11822_1,40993,32376854,11187,Y,N,N,,,,
328,Aspergillus carbonarius ITEM 12550 v1.0,Aspca12550_1,40993,32467065,11216,Y,N,N,,,,
329,Fusarium vanettenii T31 FSSC 11 v1.0,FvanT31_1,2747968,52053908,16729,Y,N,N,,,,
330,Fusarium vanettenii T299, FSSC 11 v1.0,FvanT299_1,2747968,54425929,17256,Y,N,N,,,,
331,Aspergillus carbonarius ITEM 5010 v4.0,Aspca4,602072,36290756,12176,Y,N,N,,,,
332,Fusarium vanettenii T77, FSSC 11 v1.0,FvanT77_1,2747968,54392499,17174,Y,N,N,,,,
333,Fusarium vanettenii T2 v1.0,Fusvan1,2747968,60992173,18837,Y,N,N,,,,
334,Fusarium vanettenii T161 v1.0,Fusva1,2747968,53460856,17043,Y,N,N,,,,
335,Pinnaticoemansia coranantispora CBS 131509 T v1.0,Pincor1_1,417175,26853572,7973,Y,Y,N,,Reynolds NK et al. 2023,36617272,
336,Flavomyces fulophazii DSE8309 v1.0,Flaful1,1571506,42104155,12521,Y,N,N,,,,
337,Acrocalymma vagum DSE3081 v1.0,Acrvag1,1589764,56169549,17762,Y,N,N,,,,
338,Aquilomyces patris DSE4099 v1.0,Aqupat1,1571499,49872950,15960,Y,N,N,,,,
339,Penicillium malodoratum CBS 490.65 v1.0,Penmal1,69805,28367822,9113,Y,N,N,,,,
340,Gremmeniella abietina DAOM 170367 v1.0,Greabi1,127520,66160465,10825,Y,N,N,,,,
341,Penicillium antarcticum DTO 356-E5 v1.0,Penanta1,416450,30741530,11610,Y,N,N,,,,
342,Pecoramyces sp. F1,Pecora1,2509902,106834627,17740,Y,Y,N,,Li Y et al. 2019,30894845,
343,Cochliobolus heterostrophus Hm540,ChetHm540_1,665073,32575369,10409,Y,Y,N,,Condon BJ et al. 2013,23357949,
344,Morchella conifericola Mel-32 v1.0,Morcon1,1105048,52567085,10590,Y,N,N,,,,
345,Hanseniaspora valbyensis HY1 v2.0,Hanva2,53685,21272155,4299,Y,N,N,,,,
346,Microbotryomycetes sp. P2C70 v1.0,ObeP2C70,2012191,25493598,9956,Y,N,N,,,,
347,Metschnikowia viticola Y813 v1.0,Metvi1,280790,15812061,5729,Y,N,N,,,,
348,Darksidea alpha DSE7024 v1.0,Daralp1,1571500,47550924,15932,Y,N,N,,,,
349,Rachicladosporium antarcticum CCFEE 5527,Racan1,1507870,47410550,18781,Y,Y,N,,Coleine C et al. 2017,28684563,
350,Rachicladosporium sp. CCFEE 5018,Rac5018_1,1974281,44578567,18892,Y,Y,N,,Coleine C et al. 2017,28684563,
351,Friedmanniomyces endolithicus CCFEE 5311,Frien1,329885,46746488,18027,Y,Y,N,,Coleine C et al. 2020,32389308,
352,Hortaea thailandica CCFEE 6315,Horth1,706561,23880597,8778,Y,Y,N,,Coleine C et al. 2020,32389308,
353,Cryomyces minteri CCFEE 5187,Crymi1,331657,44136976,13960,Y,Y,N,,Coleine C et al. 2020~Selbmann L et al. 2015,32389308 25381156,
354,Friedmanniomyces simplex CCFEE 5184,Frisi1,329884,37790643,13766,Y,Y,N,,Coleine C et al. 2020,32389308,
355,Oidium neolycopersici UMSG2,Oidneo1,212602,41983253,6851,Y,Y,N,,Wu Y et al. 2018,30253736,
356,Golovinomyces cichoracearum UMSG3,GciUMSG3_1,62708,56923012,6761,Y,Y,N,,Wu Y et al. 2018,30253736,
357,Golovinomyces cichoracearum UMSG1,GciUMSG1_1,62708,65886882,6532,Y,Y,N,,Wu Y et al. 2018,30253736,
358,Morchella deliciosa PhC191 v1.0,Mordel1,1579548,56658686,11470,Y,N,N,,,,
359,Elaphomyces granulatus OSC145934,Elagr1,519963,54153615,7178,Y,Y,N,,Quandt CA et al. 2015,25753751,
360,Trichoderma reesei CBS999.97 MAT1-2,TrireMAT12_1,51453,34324311,11087,Y,Y,N,,Li WC et al. 2021~Li WC et al. 2020,33593897 33575607,
361,Trichoderma reesei CBS999.97 MAT1-1,TrireMAT11_1,51453,34319199,11090,Y,Y,N,,Li WC et al. 2021~Li WC et al. 2020,33593897 33575607,
362,Moesziomyces antarcticus JCM 10317,Moean1,84753,18111965,6766,Y,Y,N,,Saika A et al. 2014,25291760,
363,Phakopsora pachyrhizi UFV02 v2.1,PpacPPUFV02,170000,1273655505,22467,Y,N,N,,,,
364,Phakopsora pachyrhizi K8108 v2.0,PhapaK8108,170000,1082905572,18216,Y,N,N,,,,
365,Alternaria sp. UNIPAMPA017 v1.0,Altsp017_1,5598,42692616,13067,Y,N,N,,,,
366,Phyllosticta citribraziliensis CPC 17464 v1.0,Pcit17464,989973,31354043,10696,Y,N,N,,,,
367,Lentinula aciculospora JLM2183 v1.0,LacJLM2183_1,153920,110953323,11469,Y,N,N,,,,
368,Helotiales sp. P5P66 v1.0,DimP5P66,1755440,49383584,14248,Y,N,N,,,,
369,Starmerella bombicola SB1 v1.0,Stabo1,75736,9676663,4662,Y,N,N,,,,
370,Metschnikowia rancensis CR1 v1.0,Mranc1,208486,50039127,8302,Y,N,N,,,,
371,Geosiphon pyriformis,Geopyr1,50956,128319586,11949,Y,Y,N,,Malar C M et al. 2021,33592192,
372,Acarospora strigata CBS 132363,Acastr1,1307806,26834860,9130,Y,Y,N,,McDonald TR et al. 2013,23557360,
373,Umbilicaria pustulata,Umbpus1,136370,39229750,8268,Y,Y,N,,Dal Grande F et al. 2017,28359299,
374,Batrachochytrium salamandrivorans BS,Batsa1,1357716,32636440,12471,Y,Y,N,,Farrer RA et al. 2017,28322291,
375,Fusarium mangiferae MRC7560,Fusma1,192010,46292722,15804,Y,Y,N,,Niehaus EM et al. 2016,28040774,
376,Fusarium langsethiae Fl201059,Fusla1,179993,37543021,11940,Y,Y,N,,Lysøe E et al. 2016,26803271,
377,Sclerotinia borealis F4128,Sclbo1,1432307,39450085,10166,Y,Y,N,,Mardanov AV et al. 2014,24459262,
378,Yarrowia lipolytica PO1f v2.0,YarlipO1F2,1445506,20531458,6814,Y,N,N,,,,
379,Debaryomyces subglobosus dep8 v1.0,Debsub1,522693,11838087,5831,Y,N,N,,,,
380,Penicillium freii DAOM 242723,Penfr1,48697,33546389,11739,Y,Y,N,,Wingfield BD et al. 2016,27433447,
381,Fonsecaea erecta CBS 125763,Foner1,1367422,34747975,12090,Y,Y,N,,Vicente VA et al. 2017,29062304,
382,Naumovozyma dairenensis CBS 421,Nauda1,1071378,13527580,5548,Y,Y,N,,Gordon JL et al. 2011,22123960,
383,Drechslerella stenobrocha 248,Drest1,1043628,21174508,5597,Y,Y,N,,Liu K et al. 2014,24507587,
384,Wickerhamiella sorbophila DS02,Wicso1,45607,8129113,4741,Y,Y,N,,Lee H et al. 2018,30455739,
385,Cryptococcus amylolentus CBS 6039,Cryam1,1295533,20254996,10306,Y,Y,N,,Sun S et al. 2017,28800596,
386,Bifiguratus adelaidae AZ0501,Bifad1,1938954,19478880,5719,Y,Y,N,,Torres-Cruz TJ et al. 2017,28876195,
387,Hanseniaspora guilliermondii UTAD222,Hangu1,56406,9037850,4070,Y,Y,N,,Seixas I et al. 2019,30462193,
388,Morchella arbutiphila PhC291 v1.0,Morarb1,1810715,54167150,11179,Y,N,N,,,,
389,Pneumocystis jirovecii RU7,Pnejir1,1408657,8396240,3761,Y,Y,N,,Ma L et al. 2016,26899007,
390,Kluyveromyces marxianus NRRL Y-1190 v1.0,Klumarx1,4911,10794548,5005,Y,N,N,,,,
391,Vanderwaltozyma polyspora DSM 70294,Vanpo1,436907,14674591,5367,Y,Y,N,,Scannell DR et al. 2007,17494770,
392,Morchella vulgaris PhC 271 v2.0,Morvulg1,60348,49957398,10632,Y,N,N,,,,
393,Pneumocystis carinii B80,Pneca1,1408658,7661456,3646,Y,Y,N,,Ma L et al. 2016,26899007,
394,Rhizophagus clarus HR1,Rhicl1,94130,116418735,27761,Y,Y,N,,Kobayashi Y et al. 2018,29914365,
395,Penicillium arizonense CBS 141311,Penar1,1835702,33729052,12253,Y,Y,N,,Grijseels S et al. 2016,27739446,
396,Mycosphaerella eumusae CBS 114824,Myceu1,321146,47119461,12632,Y,Y,N,,Chang TC et al. 2016,27513322,
397,Pestalotiopsis fici W106-1,Pesfi1,1229662,51910726,15413,Y,Y,N,,Wang X et al. 2015,25623211,
398,Sporothrix insectorum RCEF 264,Spoin1,1081102,34722120,9496,Y,Y,N,,Shang Y et al. 2016,27071652,
399,Beauveria brongniartii RCEF 3172,Corbr1,1081107,32515992,9595,Y,Y,N,,Shang Y et al. 2016,27071652,
400,Fusarium poae 2516,Fuspo1,36050,46476831,14740,Y,Y,N,,Vanheule A et al. 2016,27552804,
401,Lecanicillium lecanii RCEF 1005,Corco1,1081108,35594087,11030,Y,Y,N,,Shang Y et al. 2016,27071652,
402,Thielaviopsis punctulata CR-DP1,Thipu1,72032,28117660,5296,Y,Y,N,,Wingfield BD et al. 2015,26203426,
403,Claviceps purpurea 20.1,Clapu1,1111077,32091443,8823,Y,Y,N,,Schardl CL et al. 2013,23468653,
404,Rhinocladiella mackenziei CBS 650.93,Rhima1,1442369,32474431,11382,Y,Y,N,,Moreno LF et al. 2018,29326229,
405,Diaporthe helianthi str. 7/96,Diahe1,158607,63672038,13139,Y,Y,N,,Baroncelli R et al. 2016,27872817,
406,Sporothrix schenckii 1099-18,Sposc1,1397361,32348531,10277,Y,Y,N,,Teixeira MM et al. 2014,25351875,
407,Sporothrix brasiliensis 5110,Spobr1,1398154,33170021,9067,Y,Y,N,,Teixeira MM et al. 2014,25351875,
408,Fusarium proliferatum ET1,Fuspro1,1227346,45210324,16143,Y,Y,N,,Niehaus EM et al. 2016,28040774,
409,Scedosporium apiospermum IHEM 14462,Sceap1,563466,43437139,8376,Y,Y,N,,Vandeputte P et al. 2014,25278533,
410,Cordyceps sp. RAO 2017,CorRAO_2017_1,2004951,32302071,11255,Y,Y,N,,de Bekker C et al. 2017,28970504,
411,Penicillium occitanis CL100,Penoc1,290292,36251488,11231,Y,Y,N,,Bravo-Ruiz G et al. 2017,28951729,
412,Metarhizium anisopliae ARSEF 549,Metani1,1276135,38504274,10891,Y,Y,N,,Hu X et al. 2014,25368161,
413,Colletotrichum gloeosporioides Cg-14,Colgl1,1237896,53209944,16538,Y,Y,N,,Alkan N et al. 2013,23902260,
414,Valsa mali str. 03-8,Valma1,105487,44725953,11165,Y,Y,N,,Yin Z et al. 2015,26137988,
415,Penicillium camemberti FM 013,Pencam1,1429867,35011981,14418,Y,Y,N,,Cheeseman K et al. 2014,24407037,
416,Colletotrichum sublineola TX430BB,Colsub1,1173701,46755813,12699,Y,Y,N,,Baroncelli R et al. 2014,24926053,
417,Phialocephala subalpina UAMH 11012,Phisu1,576137,69693031,20173,Y,Y,N,,Schlegel M et al. 2016,27938347,
418,Pseudocercospora musae CBS 116634,Psemus1,113226,60439160,13129,Y,Y,N,,Chang TC et al. 2016,27513322,
419,Isaria fumosorosea ARSEF 2679,Corfu1,1081104,33485962,10061,Y,Y,N,,Shang Y et al. 2016,27071652,
420,Fusarium culmorum UK99,Fuscu1,5516,41928875,12472,Y,Y,N,,Urban M et al. 2016,27634986,
421,Ascosphaera apis ARSEF 7405,Ascap1,392613,20313079,6442,Y,Y,N,,,,10.1093/gbe/evw082
422,Cercospora berteroae CBS 538.71,Cerbe1,357750,33892839,11903,Y,Y,N,,de Jonge R et al. 2018,29844193,
423,Candida orthopsilosis Co 90-125,Canor1,1136231,12659401,5678,Y,Y,N,,Riccombeni A et al. 2012,22563396,
424,Torrubiella hemipterigena BCC1449,Torhe1,1531966,28476206,11471,Y,Y,N,,Horn F et al. 2015,25614560,
425,Penicillium roqueforti FM164,Penro1,1365484,29010044,12319,Y,Y,N,,Cheeseman K et al. 2014,24407037,
426,Nematocida displodere JUm2807,Nemdi1,1805483,3066400,2278,Y,Y,N,,Luallen RJ et al. 2016,27362540,
427,Pseudoloma neurophilia MK1,Pseneu1,146866,5248409,3644,Y,Y,N,,Ndikumana S et al. 2017,27230544,
428,Ordospora colligata OC4,Ordco1,1354746,2290528,1820,Y,Y,N,,Pombert JF et al. 2015,25587016,
429,Amanita muscaria var. formosa 2016PMI152 v1.0,Amaapr1,188876,110261529,15793,Y,N,N,,,,
430,Hepatospora eriocheir GB1,Heper1,1081669,4570278,2691,Y,Y,N,,Wiredu Boakye D et al. 2017,28345194,
431,Spraguea lophii 42 110,Sprlo1,1358809,4980876,2499,Y,Y,N,,Campbell SE et al. 2013,23990793,
432,Enterocytozoon hepatopenaei TH1,Enthe1,646526,3253521,2536,Y,Y,N,,Wiredu Boakye D et al. 2017,28345194,
433,Nosema apis BRL 01,Nosap1,1037528,8569501,2764,Y,Y,N,,Chen Yp et al. 2013,23829473,
434,Nosema bombycis CQ1,Nosbo1,578461,15689776,4468,Y,Y,N,,Pan G et al. 2013,23496955,
435,Tolypocladium capitatum CBS 113982,Tolca1,45235,22985095,7646,Y,Y,N,,Quandt CA et al. 2018,29863984,
436,Purpureocillium lilacinum PLFJ-1,Purli1,33203,38534601,11763,Y,Y,N,,Wang G et al. 2016,27416025,
437,Lachancea fermentati INRA UMR 1319,Lacfe1,4955,10264457,5233,Y,Y,N,,Vakirlis N et al. 2016,27247244,
438,Ganoderma sinense ZZ0214-1,Gansi1,1077348,48955697,15478,Y,Y,N,,Zhu Y et al. 2015,26046933,
439,Enterospora canceri GB1,Entca1,1081671,3095385,2169,Y,Y,N,,Wiredu Boakye D et al. 2017,28345194,
440,Vavraia culicis subsp. floridensis,Vavcu1,948595,6118689,2773,Y,Y,N,,Desjardins CA et al. 2015,25968466,
441,Kwoniella pini CBS 10737,Kwopi1,1296096,20828584,7829,Y,N,N,,,,
442,Amphiamblys sp. WSBS2006,AmpWSBS2006_1,1866961,5620147,3642,Y,Y,N,,Mikhailov KV et al. 2017,27694476,
443,Cryptococcus gattii WM276,CgaWM276_1,367775,18374760,6565,Y,Y,N,,D'Souza CA et al. 2011,21304167,
444,Malassezia pachydermatis CBS 1879,Malpa1,77020,8150648,4202,Y,Y,N,,Triana S et al. 2015,26472839,
445,Lachancea meyersii CBS 8951,Lacme1,1266667,11261819,4998,Y,Y,N,,Vakirlis N et al. 2016,27247244,
446,Lachancea mirantina INRA UMR 1319,Lacmi1,1230905,10117267,5056,Y,Y,N,,Vakirlis N et al. 2016,27247244,
447,Phellinus noxius FFPRI411160,Pheno1,2282107,31444514,9820,Y,Y,N,,Chung CL et al. 2017,28926153,
448,Cyberlindnera fabianii 65,Cybfa1,36022,12188250,5509,Y,Y,N,,van Rijswijck IM et al. 2017,28385833,
449,Lachancea lanzarotensis CBS 12615,Lacla1,1245769,11092131,5058,Y,Y,N,,Sarilar V et al. 2015,25883293,
450,Cryptococcus gattii VGII 2001/935-1,CgaVGII_1,1859096,17566680,6495,Y,Y,N,,Farrer RA et al. 2015,26330512,
451,Debaryomyces fabryi CBS 789,Debfa1,58627,11700921,6027,Y,Y,N,,Tafer H et al. 2016,26847909,
452,Trachipleistophora hominis,Traho1,72359,8498182,3212,Y,Y,N,,Heinz E et al. 2012~Watson AK et al. 2015,23133373 26589282,
453,Ustilago bromivora UB2112,Ustbr1,307758,20447485,7185,Y,Y,N,,Rabe F et al. 2016,27835569,
454,Lachancea nothofagi CBS 11611,Lacno1,1266666,11313798,5154,Y,Y,N,,Vakirlis N et al. 2016,27247244,
455,Malassezia vespertilionis NWHC:44797-103,Malve1,2020962,7581597,3791,Y,Y,N,,Lorch JM et al. 2018,30728599,
456,Eremothecium gossypii FDAG1,Erego1,1034331,9133657,4766,Y,Y,N,,Dietrich FS et al. 2013,23749448,
457,Lachancea quebecensis INRA UMR 1319,Lacqu1,1654605,10229370,5074,Y,Y,N,,Freel KC et al. 2016,26733577,
458,Mucor ambiguus NBRC 6742,Mucam1,91626,40737472,11343,Y,Y,N,,Lebreton A et al. 2020,32039703,
459,Edhazardia aedis USNM 41457,Edhae1,1003232,51348006,4190,Y,Y,N,,Desjardins CA et al. 2015,25968466,
460,Lichtheimia ramosa JMRC FSU 6197,Licra1,688394,30708998,11542,Y,Y,N,,Linde J et al. 2014,25212617,
461,Microbotryum intermedium 1389 BM 12 12,Micin1,269621,23461035,8142,Y,Y,N,,Branco S et al. 2017,28630332,
462,Cryptococcus gattii VGIV IND107,CgaVGIV_1,1296105,17649378,6696,Y,Y,N,,Farrer RA et al. 2015,26330512,
463,Cryptococcus gattii CA1873,CgaCA1873_1,1296111,17438253,6634,Y,Y,N,,Farrer RA et al. 2015,26330512,
464,Kalmanozyma brasiliensis GHG001,Kalbr1,1365824,17325407,5765,Y,Y,N,,Oliveira JVC et al. 2014~Oliveira JV et al. 2013,24682702 24356824,
465,Kluyveromyces marxianus DMKU3 1042,Kluma1,1003335,10920159,4941,Y,Y,N,,Lertwattanasakul N et al. 2015,25834639,
466,Mucor circinelloides f circinelloides 1006PhL,Muccirc1,36080,36348485,12227,Y,Y,N,,Lee SC et al. 2014,25006230,
467,Eremothecium cymbalariae DBVPG 7215,Erecy1,931890,9669424,4434,Y,Y,N,,Wendland J et al. 2011,22384365,
468,Lachancea dasiensis CBS 10888,Lacda1,1072105,10701617,5096,Y,Y,N,,Vakirlis N et al. 2016,27247244,
469,Vittaforma corneae ATCC 50505,Vitco1,993615,3213516,2238,Y,Y,N,,Cuomo CA et al. 2012,22813931,
470,Saccharomycetaceae sp Ashbya aceri,SacAshbya_1,566037,8867527,4479,Y,Y,N,,Dietrich FS et al. 2013,23749448,
471,Lachancea thermotolerans CBS 6340,Lacth1,559295,10392862,5092,Y,Y,N,,Souciet JL et al. 2009,19525356,
472,Ceraceosorus bombacis ATCC 22867,Cerbo1,401625,26090089,8022,Y,Y,N,,Sharma R et al. 2015,26314305,
473,Metarhizium majus ARSEF 297,Metma1,1650735,41974566,11535,Y,Y,N,,Hu X et al. 2014,25368161,
474,Drechmeria coniospora ARSEF 6962,Dreco1,98403,32831003,8236,Y,Y,N,,Zhang L et al. 2016,26975455,
475,Candida dubliniensis CD36,Candu1,573826,14618422,5860,Y,Y,N,,Jackson AP et al. 2009,19745113,
476,Tolypocladium paradoxum NRBC 100945,Tolpa1,94208,27610157,8983,Y,Y,N,,Quandt CA et al. 2018,29863984,
477,Metarhizium guizhouense ARSEF977,Metgui1,500148,43436776,11787,Y,Y,N,,Hu X et al. 2014,25368161,
478,Tolypocladium ophioglossoides CBS100239,Tolop1,71617,31240685,9317,Y,Y,N,,Quandt CA et al. 2015,26215153,
479,Metarhizium rileyi RCEF4871,Metri1,1649241,31982430,8764,Y,Y,N,,Shang Y et al. 2016,27071652,
480,Metarhizium album ARSEF 1941,Metal1,92629,30361122,8472,Y,Y,N,,Hu X et al. 2014,25368161,
481,Moelleriella libera RCEF2490,Moeli1,324773,30816562,8461,Y,Y,N,,Shang Y et al. 2016,27071652,
482,Candida parapsilosis CDC317,Canpa1,578454,13030174,5810,Y,Y,N,,Butler G et al. 2009,19465905,
483,Paramicrosporidium saccamoebae KSL3,Parsa1,1246581,7166071,3750,Y,Y,N,,Quandt CA et al. 2017,29171834,
484,Tetrapisispora phaffii CBS 4417,Tetpha1,1071381,12115070,5253,Y,Y,N,,Gordon JL et al. 2011,22123960,
485,Tilletia controversa DAOM 236426,Tilco1,13291,28841097,9860,Y,Y,N,,Nguyen HDT et al. 2019,32355611,
486,Cryptococcus wingfieldii CBS 7118,Tsuwi1,5619,19969799,8098,Y,Y,N,,Passer AR et al. 2019,31186317,
